,address,days_listed,dealer_rating,make,market_price,mileage,price,year
16,"Bergen, NY",15 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2015 Dodge Grand Caravan SE           Viewed
","Instant Market Value of $20,154","Mileage: 2,970 mi","$14,995 
 $272/est. mo
","2015 Dodge Grand Caravan SE           Viewed
"
17,"Lockport, NY",98 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2011 Chevrolet Suburban LT 1500 4WD           Viewed
","Instant Market Value of $25,416","Mileage: 102,050 mi","$19,995 $22,995
 $362/est. mo
","2011 Chevrolet Suburban LT 1500 4WD           Viewed
"
18,"Batavia, NY",60 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2009 Ford F-150 FX4 SuperCab LB 4WD           Viewed
","Instant Market Value of $18,466","Mileage: 92,093 mi","$17,500 
 $317/est. mo
","2009 Ford F-150 FX4 SuperCab LB 4WD           Viewed
"
19,"Canandaigua, NY",31 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2012 Hyundai Tucson GLS PZEV           Viewed
","Instant Market Value of $14,259","Mileage: 85,727 mi","$10,901 
 $198/est. mo
","2012 Hyundai Tucson GLS PZEV           Viewed
"
20,"Fayetteville, NY",60 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2014 Toyota Camry XLE           Viewed
","Instant Market Value of $17,431","Mileage: 29,815 mi","$13,995 
 $254/est. mo
","2014 Toyota Camry XLE           Viewed
"
21,"Rome, NY",134 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2003 Ford Ranger 4 Dr XLT 4WD Extended Cab SB           Viewed
","Instant Market Value of $8,349","Mileage: 107,104 mi","$4,100 $4,400
 $75/est. mo
","2003 Ford Ranger 4 Dr XLT 4WD Extended Cab SB           Viewed
"
22,"Orchard Park, NY",31 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2016 Ram 3500 SLT Crew Cab 8 ft. Bed 4WD           Viewed
","Instant Market Value of $44,345","Mileage: 14,890 mi","$34,414 $35,414
 $623/est. mo
","2016 Ram 3500 SLT Crew Cab 8 ft. Bed 4WD           Viewed
"
23,"Watertown, NY",19 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Hyundai Sonata            Viewed
","Instant Market Value of $14,029","Mileage: 72,936 mi","$9,995 
 $181/est. mo
","2014 Hyundai Sonata            Viewed
"
24,"GREAT VALLEY, NY",124 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2014 GMC Terrain SLE2 AWD           Viewed
","Instant Market Value of $21,612","Mileage: 27,226 mi","$18,000 
 $326/est. mo
","2014 GMC Terrain SLE2 AWD           Viewed
"
25,"GREAT VALLEY, NY",86 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2013 Buick Verano            Viewed
","Instant Market Value of $14,305","Mileage: 44,272 mi","$11,000 $13,500
 $200/est. mo
","2013 Buick Verano            Viewed
"
26,"Fairport, NY",16 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2013 Hyundai Elantra Limited           Viewed
","Instant Market Value of $10,678","Mileage: 87,076 mi","$7,495 
 $136/est. mo
","2013 Hyundai Elantra Limited           Viewed
"
27,"Pittsford, NY",6 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2014 Ford Focus SE           Viewed
","Instant Market Value of $11,502","Mileage: 47,000 mi","$8,000 
 $145/est. mo
","2014 Ford Focus SE           Viewed
"
28,"West Henrietta, NY",108 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2012 Honda Civic Coupe Si           Viewed
","Instant Market Value of $15,825","Mileage: 44,000 mi","$12,500 $13,999
 $227/est. mo
","2012 Honda Civic Coupe Si           Viewed
"
29,"Webster, NY",38 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2010 Toyota Camry SE           Viewed
","Instant Market Value of $11,126","Mileage: 85,000 mi","$7,995 $8,450
 $145/est. mo
","2010 Toyota Camry SE           Viewed
"
30,"Oakfield, NY",126 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Lexus IS 250 RWD           Viewed
","Instant Market Value of $26,776","Mileage: 23,447 mi","$20,883 $21,883
 $379/est. mo
","2014 Lexus IS 250 RWD           Viewed
"
31,"Oswego, NY",63 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2015 Audi A3 2.0T Quattro Premium Convertible           Viewed
","Instant Market Value of $31,419","Mileage: 21,780 mi","$27,985 
 $507/est. mo
","2015 Audi A3 2.0T Quattro Premium Convertible           Viewed
"
32,"Albion, NY",98 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2010 Ford Taurus Limited           Viewed
","Instant Market Value of $13,394","Mileage: 70,711 mi","$10,000 $10,500
 $182/est. mo
","2010 Ford Taurus Limited           Viewed
"
33,"Geneva, NY",43 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2008 Ford F-350 Super Duty Lariat Crew Cab LB 4WD           Viewed
","Instant Market Value of $23,134","Mileage: 140,356 mi","$15,989 
 $290/est. mo
","2008 Ford F-350 Super Duty Lariat Crew Cab LB 4WD           Viewed
"
34,"Spencerport, NY",6 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2011 Ford Escape XLT           Viewed
","Instant Market Value of $11,736","Mileage: 71,000 mi","$8,499 
 $154/est. mo
","2011 Ford Escape XLT           Viewed
"
35,"Whitney Point, NY",72 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2008 Chevrolet Silverado 1500 LT1 Extended Cab SB 4WD           Viewed
","Instant Market Value of $20,975","Mileage: 27,594 mi","$15,995 
 $290/est. mo
","2008 Chevrolet Silverado 1500 LT1 Extended Cab SB 4WD           Viewed
"
36,"Fairport, NY",66 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2013 Nissan Sentra S           Viewed
","Instant Market Value of $11,119","Mileage: 56,000 mi","$7,995 
 $145/est. mo
","2013 Nissan Sentra S           Viewed
"
37,"Central Square, NY",31 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2003 Chevrolet Silverado 1500 Ext Cab Short Bed 4WD           Viewed
","Instant Market Value of $9,654","Mileage: 102,000 mi","$5,495 
 $100/est. mo
","2003 Chevrolet Silverado 1500 Ext Cab Short Bed 4WD           Viewed
"
38,"Oakfield, NY",126 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Lexus IS 250 RWD           Viewed
","Instant Market Value of $26,699","Mileage: 24,332 mi","$20,883 $21,883
 $379/est. mo
","2014 Lexus IS 250 RWD           Viewed
"
39,"Getzville, NY",64 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2011 Chevrolet Camaro LT1           Viewed
","Instant Market Value of $14,314","Mileage: 103,585 mi","$10,499 $11,999
 $191/est. mo
","2011 Chevrolet Camaro LT1           Viewed
"
40,"Lockport, NY",259 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2009 Jeep Wrangler Rubicon           Viewed
","Instant Market Value of $19,561","Mileage: 107,420 mi","$13,995 $15,997
 $254/est. mo
","2009 Jeep Wrangler Rubicon           Viewed
"
41,"Rochester, NY",1 day on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2014 Chevrolet Silverado 1500 LTZ Crew Cab 4WD           Viewed
","Instant Market Value of $36,889","Mileage: 27,849 mi","$30,892 
 $560/est. mo
","2014 Chevrolet Silverado 1500 LTZ Crew Cab 4WD           Viewed
"
42,"Baldwinsville, NY",1 day on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2007 Chevrolet Silverado 1500 LS Crew Cab SB 4WD           Viewed
","Instant Market Value of $13,178","Mileage: 168,600 mi","$7,995 
 $145/est. mo
","2007 Chevrolet Silverado 1500 LS Crew Cab SB 4WD           Viewed
"
43,"Fayetteville, NY",81 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2013 Jeep Grand Cherokee Laredo 4WD           Viewed
","Instant Market Value of $23,325","Mileage: 45,945 mi","$18,995 
 $344/est. mo
","2013 Jeep Grand Cherokee Laredo 4WD           Viewed
"
44,"Endicott, NY",< 1 day on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2014 Mercedes-Benz GL-Class GL450           Viewed
","Instant Market Value of $55,929","Mileage: 10,163 mi","$48,900 
 $886/est. mo
","2014 Mercedes-Benz GL-Class GL450           Viewed
"
45,"Pittsford, NY",16 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2010 Ford Expedition Eddie Bauer 4WD           Viewed
","Instant Market Value of $20,535","Mileage: 88,000 mi","$16,800 $17,500
 $305/est. mo
","2010 Ford Expedition Eddie Bauer 4WD           Viewed
"
46,"Lockport, NY",189 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2012 Chevrolet Colorado Work Truck           Viewed
","Instant Market Value of $11,313","Mileage: 70,710 mi","$8,000 $9,000
 $145/est. mo
","2012 Chevrolet Colorado Work Truck           Viewed
"
47,"Cortland, NY",17 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2014 Chevrolet Cruze 1LT           Viewed
","Instant Market Value of $12,817","Mileage: 35,000 mi","$9,995 
 $181/est. mo
","2014 Chevrolet Cruze 1LT           Viewed
"
48,"Painted Post, NY",104 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2014 Chevrolet Equinox LT1 AWD           Viewed
","Instant Market Value of $20,845","Mileage: 26,701 mi","$17,495 $17,995
 $317/est. mo
","2014 Chevrolet Equinox LT1 AWD           Viewed
"
49,"Bridgeport, NY",91 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2015 Ford F-350 Super Duty            Viewed
","Instant Market Value of $48,573","Mileage: 28,498 mi","$35,995 
 $652/est. mo
","2015 Ford F-350 Super Duty            Viewed
"
50,"Rochester, NY",35 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i></span>","2010 Toyota Corolla S           Viewed
","Instant Market Value of $9,416","Mileage: 90,242 mi","$6,900 
 $125/est. mo
","2010 Toyota Corolla S           Viewed
"
51,"Painted Post, NY",7 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i><i class=""cg-icon cg-listingSearch-star_disabled""></i></span>","2016 Dodge Journey R/T AWD           Viewed
","Instant Market Value of $26,575","Mileage: 9,253 mi","$22,995 
 $417/est. mo
","2016 Dodge Journey R/T AWD           Viewed
"
52,"Spencerport, NY",11 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2008 Mercedes-Benz C-Class C300 Sport           Viewed
","Instant Market Value of $15,567","Mileage: 53,616 mi","$11,995 
 $218/est. mo
","2008 Mercedes-Benz C-Class C300 Sport           Viewed
"
53,"Phoenix, NY",4 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2006 Chevrolet Silverado 1500 LT1 Crew Cab 4WD           Viewed
","Instant Market Value of $13,955","Mileage: 133,930 mi","$9,999 
 $182/est. mo
","2006 Chevrolet Silverado 1500 LT1 Crew Cab 4WD           Viewed
"
54,"Endicott, NY",8 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue"">none</span>","2013 Chevrolet Malibu Eco 2SA           Viewed
","Instant Market Value of $17,137","Mileage: 8,150 mi","$13,900 
 $252/est. mo
","2013 Chevrolet Malibu Eco 2SA           Viewed
"
55,"East Syracuse, NY",70 days on CarGurus,"<span class=""cg-dealFinder-result-sellerRatingValue""><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star""></i><i class=""cg-icon cg-listingSearch-star_half""></i></span>","2014 Chevrolet Impala Limited LTZ           Viewed
","Instant Market Value of $16,282","Mileage: 41,407 mi","$12,995 
 $236/est. mo
","2014 Chevrolet Impala Limited LTZ           Viewed
"
